actor_id,type,frame,speed (m/s),heading (rad),yaw_rate (rad/s)
a475e43b55ac40be85b84cd20e103220,unknown,0,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,1,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,2,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,3,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,4,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,5,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,6,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,7,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,8,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,9,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,10,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,11,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,12,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,13,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,14,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,15,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,16,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,17,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,18,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,19,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,20,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,21,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,22,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,23,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,24,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,25,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,26,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,27,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,28,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,29,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,30,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,31,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,32,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,33,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,34,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,35,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,36,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,37,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,38,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,39,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,40,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,41,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,42,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,43,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,44,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,45,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,46,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,47,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,48,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,49,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,50,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,51,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,52,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,53,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,54,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,55,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,56,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,57,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,58,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,59,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,60,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,61,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,62,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,63,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,64,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,65,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,66,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,67,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,68,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,69,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,70,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,71,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,72,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,73,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,74,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,75,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,76,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,77,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,78,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,79,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,80,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,81,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,82,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,83,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,84,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,85,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,86,0.0,0.0,0.0
a475e43b55ac40be85b84cd20e103220,unknown,87,0.0,0.0,0.0
