actor_id,type,frame,speed (m/s),heading (rad),yaw_rate (rad/s)
d5f34ea24e844aa284d3ebc1b057a918,barrier,0,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,1,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,2,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,3,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,4,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,5,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,6,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,7,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,8,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,9,0.0,0.0,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,10,0.0,-2.233,-22.329
d5f34ea24e844aa284d3ebc1b057a918,barrier,11,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,12,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,13,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,14,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,15,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,16,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,17,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,18,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,19,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,20,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,21,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,22,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,23,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,24,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,25,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,26,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,27,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,28,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,29,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,30,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,31,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,32,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,33,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,34,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,35,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,36,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,37,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,38,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,39,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,40,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,41,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,42,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,43,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,44,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,45,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,46,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,47,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,48,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,49,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,50,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,51,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,52,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,53,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,54,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,55,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,56,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,57,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,58,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,59,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,60,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,61,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,62,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,63,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,64,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,65,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,66,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,67,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,68,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,69,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,70,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,71,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,72,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,73,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,74,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,75,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,76,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,77,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,78,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,79,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,80,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,81,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,82,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,83,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,84,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,85,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,86,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,87,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,88,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,89,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,90,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,91,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,92,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,93,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,94,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,95,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,96,0.0,-2.233,0.0
d5f34ea24e844aa284d3ebc1b057a918,barrier,97,0.0,-2.233,0.0
