actor_id,type,frame,speed (m/s),heading (rad),yaw_rate (rad/s),longitudinal,lateral
a17eaee4f19f45e2a80e0ed11751b86b,car,0,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,1,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,2,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,3,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,4,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,5,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,6,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,7,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,8,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,9,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,10,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,11,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,12,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,13,0.0,0.0,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,14,0.0,0.0,0.0,standing_still,turning_left
a17eaee4f19f45e2a80e0ed11751b86b,car,15,0.06,0.915,9.153,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,16,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,17,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,18,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,19,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,20,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,21,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,22,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,23,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,24,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,25,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,26,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,27,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,28,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,29,0.06,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,30,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,31,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,32,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,33,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,34,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,35,0.07,0.915,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,36,0.07,0.919,0.035,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,37,0.07,0.922,0.035,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,38,0.07,0.926,0.035,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,39,0.07,0.929,0.035,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,40,0.0,0.933,0.035,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,41,0.0,0.933,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,42,0.0,0.933,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,43,0.0,0.933,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,44,0.0,0.933,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,45,0.0,0.933,0.0,standing_still,going_straight
a17eaee4f19f45e2a80e0ed11751b86b,car,46,0.0,0.933,0.0,standing_still,going_straight
